# 指令元数据 - 指令名称和描述
FUSE_INSTRUCTION_BREAKPOINT_NAME,断点,Breakpoint
FUSE_LOG_DICT_GET_VALUES,获取字典所有值: {count} 个值，存储到 {target},Get dict values: {count} values, stored to {target}
FUSE_LOG_DICT_GET_VALUES_RESET,DictGetValues 指令已重置,DictGetValues instruction reset
# DictDuplicate 指令
FUSE_INSTRUCTION_DICT_DUPLICATE_NAME,复制字典,Duplicate Dictionary
FUSE_INSTRUCTION_DICT_DUPLICATE_DESC,创建字典的深拷贝或浅拷贝并存储到目标变量,Create a deep or shallow copy of dictionary and store to target variable
FUSE_INSTRUCTION_DICT_DUPLICATE_DEEP,深拷贝,Deep Copy
FUSE_INSTRUCTION_DICT_DUPLICATE_SHALLOW,浅拷贝,Shallow Copy
FUSE_LOG_DICT_DUPLICATED,字典复制完成: {source} -> {target} (深拷贝: {deep}),Dictionary duplicated: {source} -> {target} (deep: {deep})
FUSE_LOG_DICT_DUPLICATE_RESET,DictDuplicate 指令已重置,DictDuplicate instruction reset
# DictMerge 指令
FUSE_INSTRUCTION_DICT_MERGE_NAME,合并字典,Merge Dictionaries
FUSE_INSTRUCTION_DICT_MERGE_DESC,将源字典合并到目标字典,Merge source dictionary into target dictionary
FUSE_INSTRUCTION_DICT_MERGE_SOURCE,源字典 {name},Source Dict {name}
FUSE_INSTRUCTION_DICT_MERGE_TARGET,目标字典 {name},Target Dict {name}
FUSE_ERROR_DICT_NOT_FOUND,字典未找到: {name},Dictionary not found: {name}
FUSE_ERROR_DICT_NOT_DICTIONARY,变量不是字典类型: {name},Variable is not a dictionary: {name}
FUSE_LOG_DICT_MERGED,字典合并完成: {source} -> {target}，合并 {merged} 个键，跳过 {skipped} 个,Dictionary merged: {source} -> {target}, merged {merged} keys, skipped {skipped}
FUSE_LOG_DICT_MERGE_RESET,DictMerge 指令已重置,DictMerge instruction reset
# DictToJson 指令
FUSE_INSTRUCTION_DICT_TO_JSON_NAME,字典转 JSON,Dict To JSON
FUSE_INSTRUCTION_DICT_TO_JSON_DESC,将字典转换为 JSON 字符串并存储到目标变量，支持格式化输出,Convert dictionary to JSON string and store to target variable, supports formatted output
FUSE_ERROR_DICT_TO_JSON_FAILED,字典转换为 JSON 失败,Failed to convert dictionary to JSON
FUSE_LOG_DICT_TO_JSON,字典转 JSON 完成: {dict} -> {target},Dictionary to JSON completed: {dict} -> {target}
# DictSetKeyValue 指令
FUSE_INSTRUCTION_DICT_SET_NAME,设置字典键值,Set Dict key value
FUSE_INSTRUCTION_DICT_SET_DESC,设置字典中指定键的值，如果字典不存在则自动创建,Set the value of a key in dictionary, create dictionary if not exists
FUSE_INSTRUCTION_DICT_SET_NO_DICT,<未指定字典>,<No Dict>
FUSE_INSTRUCTION_DICT_SET_DICT,字典 {name},Dict {dict}
FUSE_ERROR_DICT_KEY_EMPTY,键名为空,Key is empty
FUSE_LOG_DICT_SET,设置字典值: {dict}[{key}] = {value},Set dict value: {dict}[{key}] = {value}
FUSE_LOG_DICT_SET_RESET,DictSetKeyValue 指令已重置,DictSetKeyValue instruction reset
# DictToggleBoolean 指令
FUSE_INSTRUCTION_DICT_TOGGLE_BOOLEAN_NAME,切换字典布尔值,Toggle dict boolean value
FUSE_INSTRUCTION_DICT_TOGGLE_BOOLEAN_DESC,切换字典中布尔类型键的值（true 变 false，false 变 true)，如果键不存在则设置为 true,如果值不是布尔类型则报错,Toggle boolean key value in dictionary (true becomes false, false becomes true), set to true if key not exists, error if value is not boolean
FUSE_ERROR_DICT_VALUE_NOT_BOOLEAN,字典键值不是布尔类型: {key},Dict key value is not boolean: {key}
FUSE_LOG_DICT_BOOLEAN_TOGGLED,字典布尔值已切换: {dict}[{key}] = {value},Dict boolean toggled: {dict}[{key}] = {value}
FUSE_LOG_DICT_TOGGLE_RESET,DictToggleBoolean 指令已重置,DictToggleBoolean instruction reset
# DictFromJson 指令
FUSE_INSTRUCTION_DICT_FROM_JSON_NAME,JSON 转字典,Dict From JSON
FUSE_INSTRUCTION_DICT_FROM_JSON_DESC,从 JSON 字符串解析字典并存储到目标变量,Parse dictionary from JSON string and store to target variable
FUSE_ERROR_DICT_JSON_PARSE_FAILED,JSON 解析失败 (行 {line}): {error},JSON parse failed (line {line}): {error}
FUSE_ERROR_DICT_JSON_NOT_DICT,JSON 解析结果不是字典类型 (类型: {type}),JSON parse result is not a dictionary (type: {type})
FUSE_ERROR_DICT_JSON_EMPTY,JSON 字符串为空,JSON string is empty
FUSE_ERROR_DICT_JSON_SOURCE_EMPTY,JSON 源变量名为空,JSON source variable name is empty
FUSE_ERROR_DICT_JSON_SOURCE_NOT_FOUND,JSON 源变量未找到: {var},JSON source variable not found: {var}
FUSE_ERROR_DICT_JSON_SOURCE_NOT_STRING,JSON 源变量不是字符串类型: {var} (类型: {type}),JSON source variable is not a string: {var} (type: {type})
FUSE_LOG_DICT_FROM_JSON,JSON 转字典完成: {count} 个键存储到 {dict},JSON to dict completed: {count} keys stored to {dict}
FUSE_LOG_DICT_FROM_JSON_RESET,DictFromJson 指令已重置,DictFromJson instruction reset
FUSE_ERROR_DICT_KEY_EMPTY,键名为空,Key is empty
# DictModifyNumber 指令
FUSE_INSTRUCTION_DICT_MODIFY_NUMBER_NAME,修改字典数值,Modify Dict Number
FUSE_INSTRUCTION_DICT_MODIFY_NUMBER_DESC,修改字典中数值类型键的值（加法或减法）,Modify numeric key value in dictionary (add or subtract)
FUSE_ERROR_DICT_MODIFY_AMOUNT_EMPTY,修改量变量名为空,Modify amount variable name is empty
FUSE_ERROR_DICT_MODIFY_AMOUNT_NOT_NUMBER,修改量不是数值类型 (类型: {type}),Modify amount is not numeric type (type: {type})
FUSE_ERROR_DICT_KEY_NOT_FOUND,字典键不存在: {key},Dictionary key not found: {key}
FUSE_ERROR_DICT_VALUE_NOT_NUMBER,字典键值不是数值类型: {key} (类型: {type}),Dict key value is not numeric: {key} (type: {type})
FUSE_LOG_DICT_NUMBER_MODIFIED,修改字典数值: {dict}[{key}] {op} {amount} ({old} -> {new}),Modified dict number: {dict}[{key}] {op} {amount} ({old} -> {new})
FUSE_LOG_DICT_MODIFY_NUMBER_RESET,DictModifyNumber 指令已重置,DictModifyNumber instruction reset
# CheckDictContainsKey 条件
FUSE_CONDITION_DICT_CONTAINS_KEY_NAME,字典包含键,Dict Contains Key
FUSE_CONDITION_DICT_CONTAINS_KEY_DESC,检查字典是否包含指定的键,Check if dictionary contains specified key
FUSE_CONDITION_DICT_CONTAINS_KEY_FORMAT,{dict} 包含键 {key},{dict} contains key {key}
FUSE_CONDITION_DICT_CONTAINS_KEY_NO_DICT,<未指定字典>,<No Dict>
FUSE_CONDITION_DICT_CONTAINS_KEY_NO_KEY,<未指定键>,<No Key>
# DictGetKeys 指令
FUSE_INSTRUCTION_DICT_GET_KEYS_NAME,获取字典键列表,Get Dict Keys
FUSE_INSTRUCTION_DICT_GET_KEYS_DESC,获取字典中所有键组成的数组并存储到目标变量,Get all keys from dictionary as array and store to target variable
FUSE_LOG_DICT_GET_KEYS,获取字典键列表完成: {dict} ({count} 个键) -> {target},Get dict keys completed: {dict} ({count} keys) -> {target}
FUSE_LOG_DICT_GET_KEYS_RESET,DictGetKeys 指令已重置,DictGetKeys instruction reset
# DictMathOp 指令
FUSE_INSTRUCTION_DICT_MATH_OP_NAME,字典数学运算,Dict Math Operation
FUSE_INSTRUCTION_DICT_MATH_OP_DESC,对字典中数值类型键进行数学运算（乘法、除法,取模),Perform math operation on numeric key in dictionary (multiply, divide, modulo)
FUSE_ERROR_DICT_MATH_OP_OPERAND_EMPTY,操作数变量名为空,Operand variable name is empty
FUSE_ERROR_DICT_MATH_OP_OPERAND_NOT_NUMBER,操作数不是数值类型 (类型: {type}),Operand is not numeric type (type: {type})
FUSE_ERROR_DICT_DIVISION_BY_ZERO,除数不能为零,Division by zero is not allowed
FUSE_LOG_DICT_MATH_OP,字典数学运算: {dict}[{key}] {op} {operand} ({old} -> {new}),Dict math operation: {dict}[{key}] {op} {operand} ({old} -> {new})
FUSE_LOG_DICT_MATH_OP_RESET,DictMathOp 指令已重置,DictMathOp instruction reset
# Runner 节点
FUSE_RUNNER_NAME,Runner,Runner
FUSE_RUNNER_DESC,直接驱动 ActionRunner 执行的节点,Node that directly drives ActionRunner execution
FUSE_RUNNER_NO_ACTION_RUNNER,没有配置 ActionRunner,No ActionRunner assigned
FUSE_RUNNER_ALREADY_RUNNING,Runner 正在执行,Runner is already running
FUSE_RUNNER_TARGET_NODE_NOT_FOUND,无法找到目标节点: {target},Target node not found: {target}
FUSE_RUNNER_SIGNAL_NOT_FOUND,节点 {node} 没有信号 {signal},Signal '{signal}' not found on node '{node}'
FUSE_RUNNER_SIGNAL_BOUND,信号绑定成功: {node}.{signal},Signal bound: {node}.{signal}
FUSE_RUNNER_EXECUTION_STARTED,开始执行,Execution started
FUSE_RUNNER_EXECUTION_COMPLETED,执行完成: {time} 秒,Execution completed: {time} seconds
FUSE_RUNNER_EXECUTION_FAILED,执行失败: {error},Execution failed: {error}
FUSE_RUNNER_EXECUTION_CANCELED,执行取消: {reason},Execution canceled: {reason}
FUSE_RUNNER_STOPPED,Runner 已停止,Runner stopped
FUSE_RUNNER_CANCELED,Runner 已取消: {reason},Runner canceled: {reason}
FUSE_RUNNER_RESET,Runner 已重置,Runner reset

# GetRandomPointInRange 指令
FUSE_INSTRUCTION_GET_RANDOM_POINT_IN_RANGE_NAME,获取范围内随机点,Get Random Point In Range
FUSE_INSTRUCTION_GET_RANDOM_POINT_IN_RANGE_DESC,从指定起点范围内获取随机点,Generates a random point within the specified range from an origin
FUSE_INSTRUCTION_GET_RANDOM_POINT_IN_RANGE_BASE,随机点,Random Point
FUSE_INSTRUCTION_GET_RANDOM_POINT_IN_RANGE_ORIGIN,起点: {origin},Origin: {origin}
FUSE_INSTRUCTION_GET_RANDOM_POINT_IN_RANGE_RANGE,范围: {range},Range: {range}
FUSE_INSTRUCTION_GET_RANDOM_POINT_IN_RANGE_SAVE,保存到 {variable} [{scope}],Save to {variable} [{scope}]
FUSE_ERROR_ORIGIN_VARIABLE_EMPTY,起点变量名不能为空,Origin variable name cannot be empty
FUSE_ERROR_RANGE_VARIABLE_EMPTY,范围变量名不能为空,Range variable name cannot be empty
FUSE_ERROR_ORIGIN_VARIABLE_NOT_FOUND,未找到起点变量：{variable},Origin variable not found: {variable}
FUSE_ERROR_RANGE_VARIABLE_NOT_FOUND,未找到范围变量：{variable},Range variable not found: {variable}
FUSE_ERROR_INVALID_VECTOR_TYPE,无效的向量类型，期望 Vector2/Vector3，实际：{actual_type},Invalid vector type, expected Vector2/Vector3, got: {actual_type}
FUSE_ERROR_SAVE_VARIABLE_FAILED,保存变量失败：{variable},Failed to save variable: {variable}
FUSE_LOG_GET_RANDOM_POINT_IN_RANGE,随机点生成成功: {variable} = {value},Random point generated: {variable} = {value}

# GetAllChildren 指令
FUSE_INSTRUCTION_GET_ALL_CHILDREN_NAME,获取所有子节点,Get All Children
FUSE_INSTRUCTION_GET_ALL_CHILDREN_DESC,获取指定节点的所有子节点，支持递归获取,Get all children of the specified node with optional recursion
FUSE_INSTRUCTION_GET_ALL_CHILDREN_RESOURCE_BASE,获取子节点,Get Children
FUSE_INSTRUCTION_GET_ALL_CHILDREN_NO_TARGET,<未指定目标>,<No Target Specified>
FUSE_INSTRUCTION_GET_ALL_CHILDREN_NO_VARIABLE,→ [未指定变量],→ [Variable Not Specified]
FUSE_INSTRUCTION_GET_ALL_CHILDREN_RECURSIVE,递归,Recursive
FUSE_INSTRUCTION_GET_ALL_CHILDREN_TARGET_VARIABLE_EMPTY,<目标变量为空>,<Target Variable Empty>
FUSE_INSTRUCTION_GET_ALL_CHILDREN_TARGET_VARIABLE,从变量 {variable},From variable {variable}
FUSE_INSTRUCTION_GET_ALL_CHILDREN_TARGET_NODE,节点 {node},Node {node}
FUSE_INSTRUCTION_GET_ALL_CHILDREN_SAVE_VARIABLE,保存到 {variable},Save to {variable}
FUSE_INSTRUCTION_GET_ALL_CHILDREN_DESC_FORMAT,{target} {recursive} → {variable},{target} {recursive} → {variable}
FUSE_LOG_GET_ALL_CHILDREN_EMPTY,节点 {node} 没有子节点,Node {node} has no children
FUSE_LOG_GET_ALL_CHILDREN_FOUND,节点 {node} 找到 {count} 个子节点,Found {count} children in node {node}
FUSE_LOG_GET_ALL_CHILDREN_SAVED,已保存 {count} 个子节点到变量 {var} [{scope}],Saved {count} children to variable {var} [{scope}]
FUSE_LOG_GET_ALL_CHILDREN_SAVE_FAILED,保存子节点到变量 {var} [{scope}] 失败,Failed to save children to variable {var} [{scope}]

# GetAllChildrenPosition 指令
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_NAME,获取所有子节点位置,Get All Children Position
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_DESC,获取指定节点所有子节点的位置，自动区分 Vector2/Vector3,Get positions of all children nodes, auto-detects Vector2/Vector3
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_RESOURCE_BASE,获取子节点位置,Get Children Position
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_NO_TARGET,<未指定目标>,<No Target Specified>
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_NO_VARIABLE,→ [未指定变量],→ [Variable Not Specified>
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_RECURSIVE,递归,Recursive
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_TARGET_VARIABLE_EMPTY,<目标变量为空>,<Target Variable Empty>
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_TARGET_VARIABLE,从变量 {variable},From variable {variable}
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_TARGET_NODE,节点 {node},Node {node}
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_SAVE_VARIABLE,保存到 {variable},Save to {variable}
FUSE_INSTRUCTION_GET_ALL_CHILDREN_POSITION_DESC_FORMAT,{target} {recursive} [{space}] → {variable},{target} {recursive} [{space}] → {variable}
FUSE_LOG_GET_ALL_CHILDREN_POSITION_EMPTY,节点 {node} 没有子节点,Node {node} has no children
FUSE_LOG_GET_ALL_CHILDREN_POSITION_FOUND,节点 {node} 找到 {count} 个位置 (2D: {node2d}, 3D: {node3d}),Found {count} positions in node {node} (2D: {node2d}, 3D: {node3d})
FUSE_LOG_GET_ALL_CHILDREN_POSITION_SAVED,已保存 {count} 个位置到变量 {var} [{scope}],Saved {count} positions to variable {var} [{scope}]
FUSE_LOG_GET_ALL_CHILDREN_POSITION_SAVE_FAILED,保存位置到变量 {var} [{scope}] 失败,Failed to save positions to variable {var} [{scope}]
FUSE_MERGE_TRIGGERS,合并为多事件触发器,Merge into Multi Event Trigger
FUSE_MERGE_VALIDATION_PASSED,验证通过，正在合并 {count} 个 Trigger 节点...,Validation passed, merging {count} Trigger nodes...
FUSE_MERGE_COMPLETED,合并完成，创建了 MultiEventTrigger 节点,Merge completed, created MultiEventTrigger node
FUSE_MERGE_VALIDATION_FAILED,数据验证失败，取消合并操作,Data validation failed, merge operation cancelled
FUSE_MERGE_ERROR_EVENT_COPY_FAILED,Trigger '{name}': event_definition 复制失败（原始非空，复制后为空）,Trigger '{name}': event_definition copy failed (original not null, copy is null)
FUSE_MERGE_ERROR_ACTION_RUNNER_COPY_FAILED,Trigger '{name}': action_runner 复制失败（原始非空，复制后为空）,Trigger '{name}': action_runner copy failed (original not null, copy is null)
FUSE_MERGE_ERROR_TRIGGER_ONCE_MISMATCH,Trigger '{name}': trigger_once 不一致（原始: {original}, 复制: {copy}）,Trigger '{name}': trigger_once mismatch (original: {original}, copy: {copy})
FUSE_MERGE_ERROR_COOLDOWN_MODE_MISMATCH,Trigger '{name}': cooldown_mode 不一致（原始: {original}, 复制: {copy}）,Trigger '{name}': cooldown_mode mismatch (original: {original}, copy: {copy})
FUSE_MERGE_ERROR_COOLDOWN_TIME_MISMATCH,Trigger '{name}': cooldown_time 不一致（原始: {original}, 复制: {copy}）,Trigger '{name}': cooldown_time mismatch (original: {original}, copy: {copy})
FUSE_SPLIT_COMPLETED,拆分完成，已创建 {count} 个 Trigger 节点,Split completed, created {count} Trigger nodes
FUSE_INSTRUCTION_PRELOAD_SCENE_NAME,预加载场景,Preload Scene
FUSE_INSTRUCTION_PRELOAD_SCENE_DESC,使用 ResourceLoader 在后台预加载场景，支持阻塞等待或异步加载,Preloads a scene in the background using ResourceLoader, supports blocking wait or async loading
FUSE_INSTRUCTION_PRELOAD_SCENE_BASE,预加载场景,Preload Scene
FUSE_INSTRUCTION_PRELOAD_SCENE_NO_SCENE,未指定场景,Scene not specified
FUSE_INSTRUCTION_PRELOAD_SCENE_MODE_WAIT,(等待完成),(Wait for completion)
FUSE_INSTRUCTION_PRELOAD_SCENE_MODE_NOWAIT,(立即返回),(Return immediately)
FUSE_INSTRUCTION_PRELOAD_SCENE_DESC_FORMAT,预加载 {scene} {mode}，超时: {timeout}s,Preload {scene} {mode}, timeout: {timeout}s
FUSE_INFO_SCENE_PRELOADING,正在预加载场景 {scene},Preloading scene {scene}
FUSE_INFO_SCENE_PRELOADED,场景 {scene} 预加载完成,Scene {scene} preloaded successfully
FUSE_INFO_SCENE_PRELOAD_STARTED,已开始异步预加载场景 {scene},Started async preload for scene {scene}
FUSE_ERROR_SCENE_NOT_FOUND,场景不存在: {scene},Scene not found: {scene}
FUSE_ERROR_SCENE_PRELOAD_TIMEOUT,场景 {scene} 预加载超时 ({timeout}s),Scene {scene} preload timeout ({timeout}s)
FUSE_ERROR_INVALID_RESOURCE,无效资源: {scene},Invalid resource: {scene}
# MathExpression 指令
FUSE_INSTRUCTION_MATH_EXPRESSION_NAME,数学表达式,Math Expression
FUSE_INSTRUCTION_MATH_EXPRESSION_DESC,执行数学表达式并保存结果，支持数值和向量运算,Execute a math expression and save the result, supports numeric and vector operations
FUSE_VALUE_EXPRESSION_EMPTY,<空表达式>,<Empty Expression>
FUSE_ERROR_EXPRESSION_EMPTY,表达式不能为空,Expression cannot be empty
FUSE_ERROR_EXPRESSION_REGEX,表达式正则表达式编译失败,Expression regex compilation failed
FUSE_ERROR_EXPRESSION_PARSE,表达式解析失败: {error},Expression parsing failed: {error}
FUSE_ERROR_EXPRESSION_EXECUTE,表达式执行失败: {error},Expression execution failed: {error}
FUSE_ERROR_INVALID_VAR_SYNTAX,无效的变量语法: {syntax},Invalid variable syntax: {syntax}
FUSE_WARN_VAR_NOT_FOUND,变量 {var} 不存在，使用默认值 0,Variable {var} not found, using default value 0
FUSE_LOG_MATH_EXPRESSION_RESULT,表达式 "{expr}" = {result},Expression "{expr}" = {result}
FUSE_ERROR_EXPRESSION_NOT_BOOLEAN,表达式结果不是布尔值: {result},Expression result is not boolean: {result}
FUSE_ERROR_EXPRESSION_NOT_STRING,表达式结果不是字符串: {result},Expression result is not string: {result}
FUSE_CONDITION_EXPRESSION_NAME,表达式条件,Expression Condition
FUSE_CONDITION_EXPRESSION_DESC,使用表达式评估布尔条件，支持变量引用和逻辑运算,Evaluate a boolean condition using an expression, supports variable references and logical operations
FUSE_CONDITION_EXPRESSION_FORMAT,表达式: {expr},Expression: {expr}
FUSE_LOG_EXPRESSION_CONDITION_RESULT,表达式条件 "{expr}" = {result},Expression condition "{expr}" = {result}
FUSE_INSTRUCTION_STRING_EXPRESSION_NAME,字符串表达式,String Expression
FUSE_INSTRUCTION_STRING_EXPRESSION_DESC,使用表达式拼接和格式化字符串，支持变量引用和字符串函数,"Concatenate and format strings using an expression, supports variable references and string functions"
FUSE_LOG_STRING_EXPRESSION_RESULT,字符串表达式 "{expr}" = "{result}",String expression "{expr}" = "{result}"


# Instruction Generator 对话框
FUSE_INSTRUCTION_GENERATOR_TITLE,生成指令,Generate Instruction
FUSE_INSTRUCTION_GENERATOR_SEARCH,搜索方法...,Search methods...
FUSE_INSTRUCTION_GENERATOR_GENERATE,生成指令,Generate Instruction
FUSE_INSTRUCTION_GENERATOR_CONFLICT,文件已存在,File already exists
FUSE_INSTRUCTION_GENERATOR_OVERWRITE,覆盖,Overwrite
FUSE_INSTRUCTION_GENERATOR_SKIP,跳过,Skip

# InstructionValidator 静态分析错误
FUSE_ERROR_INSTRUCTION_INDEX_EMPTY,指令 {index} 为空,Instruction {index} is empty
FUSE_ERROR_UNDEFINED_VARIABLE_USAGE,变量 '{variable}' 在指令 {positions} 中使用，但未定义,Variable '{variable}' is used in instruction {positions} but is not defined

# BaseVariable 验证错误
# FUSE_ERROR_VAR_NAME_EMPTY (已存在，复用)

# CreateVariable 作用域验证错误
FUSE_ERROR_SCOPE_NOT_SUPPORT_PERSISTENT,{scope}变量不支持持久化,{scope} variable does not support persistence

# RuntimeInstructionInstance 验证错误
FUSE_ERROR_NO_INSTRUCTION_DEFINITION,没有指令定义,No instruction definition
FUSE_ERROR_NO_EXECUTION_CONTEXT,没有执行上下文,No execution context

# RuntimeEventInstance 验证错误
FUSE_ERROR_NO_EVENT_DEFINITION,没有事件定义,No event definition
FUSE_ERROR_NO_TRIGGER_NODE,没有触发器节点,No trigger node
FUSE_ERROR_TRIGGER_NODE_INVALID,触发器节点已无效,Trigger node is invalid

# GlobalVariableResource 验证错误
FUSE_ERROR_GLOBAL_VAR_VERSION_EMPTY,版本信息不能为空,Version information cannot be empty
FUSE_ERROR_GLOBAL_VAR_CREATED_TIME_INVALID,创建时间无效,Created time is invalid
FUSE_ERROR_GLOBAL_VAR_MODIFIED_TIME_EARLIER,最后修改时间不能早于创建时间,Last modified time cannot be earlier than created time
FUSE_ERROR_GLOBAL_VAR_INVALID_NAME,无效的变量名称: {name},Invalid variable name: {name}
FUSE_ERROR_GLOBAL_VAR_INVALID_DATA,变量数据格式无效: {name},Variable data format is invalid: {name}
FUSE_ERROR_TAG_EMPTY,标签不能为空,Tag cannot be empty

# RecyclePooledScene 验证错误
FUSE_ERROR_SCENE_PATH_EMPTY_IN_SCENE_PATH_MODE,Scene Path模式下，场景路径不能为空,Scene path cannot be empty in Scene Path mode
FUSE_ERROR_TARGET_NODE_OR_INSTANCE_ID_REQUIRED,必须指定目标节点或实例 ID 变量,Target node or instance ID variable is required

# BaseCondition 本地化错误
FUSE_ERROR_CONTEXT_NULL_CHECK_CONDITION,执行上下文为空，无法检查条件,Execution context is null, cannot check condition
FUSE_ERROR_CONDITION_DISABLED,条件被禁用,Condition is disabled
FUSE_ERROR_CONTEXT_NULL_BASIC_VALIDATION,执行上下文为空，仅检查基本有效性,Execution context is null, only basic validation performed

# BaseEvent 本地化错误
FUSE_ERROR_BASE_EVENT_INITIALIZE_NOT_OVERRIDDEN,BaseEvent.initialize() 必须在子类中重写,BaseEvent.initialize() must be overridden in subclass

# GlobalVariableAssistant 本地化错误
FUSE_ERROR_GLOBAL_VAR_MANAGER_NOT_FOUND,无法获取全局变量管理器实例,Cannot get global variable manager instance
FUSE_ERROR_NO_CURRENT_RESOURCE_TO_SAVE,没有当前资源可保存,No current resource to save
FUSE_ERROR_RESOURCE_SAVE_FAILED,资源保存失败: {path},Resource save failed: {path}
FUSE_ERROR_VAR_NAME_OR_INSTANCE_EMPTY,变量名称或实例不能为空,Variable name or instance cannot be empty
FUSE_ERROR_RESOURCE_CREATE_FAILED,资源创建失败: {path} (错误码: {error_code}),Resource creation failed: {path} (error code: {error_code})
FUSE_ERROR_RESOURCE_LOAD_FAILED,资源加载失败: {path},Resource load failed: {path}
FUSE_ERROR_RESOURCE_PATH_NOT_CONFIGURED,资源路径未配置,Resource path not configured

# LoadGlobalVariables / SaveGlobalVariables 指令
FUSE_INSTRUCTION_LOAD_GLOBAL_VARIABLES_NAME,加载全局变量,Load Global Variables
FUSE_INSTRUCTION_LOAD_GLOBAL_VARIABLES_DESC,从资源文件加载全局变量到内存（注意：会清空当前所有内存中的全局变量）,Load global variables from a resource file (Warning: clears all in-memory global variables)
FUSE_INSTRUCTION_LOAD_GLOBAL_VARIABLES_RESOURCE,加载全局变量,Load Global Variables
FUSE_INSTRUCTION_SAVE_GLOBAL_VARIABLES_NAME,保存全局变量,Save Global Variables
FUSE_INSTRUCTION_SAVE_GLOBAL_VARIABLES_DESC,将内存中的全局变量保存到资源文件，支持保存全部变量或仅持久化变量,Save global variables from memory to a resource file
FUSE_INSTRUCTION_SAVE_GLOBAL_VARIABLES_RESOURCE,保存全局变量,Save Global Variables
FUSE_GLOBAL_VARS_TARGET_ASSISTANT,助手资源,Assistant Resource
FUSE_GLOBAL_VARS_TARGET_CUSTOM,自定义路径,Custom Path
FUSE_GLOBAL_VARS_SCOPE_ALL,全部变量,All Variables
FUSE_GLOBAL_VARS_SCOPE_PERSISTENT,仅持久化,Persistent Only
FUSE_GLOBAL_VARS_LOAD_FROM,从{source}加载,Load from {source}
FUSE_GLOBAL_VARS_SAVE_TO,保存到{target},Save to {target}
FUSE_LOG_GLOBAL_VARS_LOADED,全局变量加载成功，共{count}个变量,Global variables loaded, {count} variables
FUSE_LOG_GLOBAL_VARS_SAVED,全局变量保存成功，共{count}个变量,Global variables saved, {count} variables
FUSE_LOG_GLOBAL_VARS_PERSISTENT_SAVED,持久化变量保存成功，共{count}个变量,Persistent variables saved, {count} variables
# =============================================
# Stage 1 新增分类键
# =============================================
FUSE_CATEGORY_RENDERING,渲染,Rendering
FUSE_CATEGORY_NAVIGATION,导航,Navigation
# =============================================
# SetProcessMode - 设置处理模式
# =============================================
FUSE_INSTRUCTION_SET_PROCESS_MODE_NAME,设置处理模式,Set Process Mode
FUSE_INSTRUCTION_SET_PROCESS_MODE_DESC,设置节点的 process_mode 属性,Sets the process_mode property of a node
FUSE_INSTRUCTION_SET_PROCESS_MODE_RESOURCE_NAME,处理模式: {target} → {mode},Process: {target} → {mode}
FUSE_INSTRUCTION_SET_PROCESS_MODE_DESCRIPTION,设置 {target} 处理模式为 {mode},Set {target} process mode to {mode}
FUSE_ENUM_PROCESS_MODE_INHERIT,继承,Inherit
FUSE_ENUM_PROCESS_MODE_PAUSABLE,可暂停,Pausable
FUSE_ENUM_PROCESS_MODE_WHEN_PAUSED,暂停时,When Paused
FUSE_ENUM_PROCESS_MODE_ALWAYS,始终,Always
FUSE_ENUM_PROCESS_MODE_DISABLED,禁用,Disabled
FUSE_LOG_PROCESS_MODE_SET,设置 {node} 处理模式 → {mode},Set {node} process mode → {mode}
# =============================================
# MouseWorldPosition - 鼠标世界坐标
# =============================================
FUSE_INSTRUCTION_MOUSE_WORLD_POS_NAME,鼠标世界坐标,Mouse World Position
FUSE_INSTRUCTION_MOUSE_WORLD_POS_DESC,获取鼠标在 2D 世界中的坐标并保存到变量,Gets the mouse position in 2D world coordinates and saves to a variable
FUSE_INSTRUCTION_MOUSE_WORLD_POS_RESOURCE_NAME,鼠标坐标 → {var},Mouse Pos → {var}
FUSE_INSTRUCTION_MOUSE_WORLD_POS_DESCRIPTION,保存鼠标世界坐标到 {var},Save mouse world position to {var}
FUSE_LOG_MOUSE_WORLD_POS,鼠标世界坐标 = {pos} → {var},Mouse world pos = {pos} → {var}
# =============================================
# SetSpriteFlip - 设置精灵翻转
# =============================================
FUSE_INSTRUCTION_SET_SPRITE_FLIP_NAME,设置精灵翻转,Set Sprite Flip
FUSE_INSTRUCTION_SET_SPRITE_FLIP_DESC,设置 Sprite2D 或 AnimatedSprite2D 的水平/垂直翻转,Sets horizontal/vertical flip of Sprite2D or AnimatedSprite2D
FUSE_INSTRUCTION_SET_SPRITE_FLIP_RESOURCE_NAME,翻转 {target}: H={h} V={v},Flip {target}: H={h} V={v}
FUSE_INSTRUCTION_SET_SPRITE_FLIP_DESCRIPTION,翻转 "{target}" [H:{h} V:{v}],Flip "{target}" [H:{h} V:{v}]
